percentage,returns
0.5743103105114022,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.3790846200193987,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.28438316394775764,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.8630646836920302,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.09557263152590423,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.3630011711624819,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.135402830611713,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.3010648364657482,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.633396291319461,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.01844385876247079,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.32604122023125093,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.33007907323729835,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.9715398044286216,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.22360020401691483,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.3257367465450961,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.9190686080795926,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.5968583022630068,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.5016382067756586,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.7607643859473157,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.6773339175364449,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.9422259583497968,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.16431556412834736,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.2606215499331297,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.10407546847160087,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.3768051604654653,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.5988340829901455,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.8289724428432799,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.7247908055569101,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.461106185576052,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.8161477379544445,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.8666812422661617,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.6655926216885079,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.7877524721703392,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.8490501184052557,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.19236632664439968,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.2935257515741453,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.5673759228693,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.6071899582629493,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.5336193817073562,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.6271359891215175,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.7553931297924765,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.9238195187940674,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.03581876384646787,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.47980564014523475,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.8024074215239393,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.4846615200511667,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.22878671812567886,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.3339176487887886,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.7017313389537898,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.23870762716748262,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.7208741208439902,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.7184075621373835,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.11474731491250612,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.9313077793408974,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.8190726733701035,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.8666178754705877,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.15504874072153907,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.6188166605713075,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.1477457922913078,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.012485667291177394,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.2663143387711121,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.8193741786365835,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.492391472923529,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.3775337406845797,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.4900332335185894,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.5893815751898891,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.4475818648539397,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.18660936942767747,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.9735443094307793,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.7813077248452881,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.6953731461148498,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.6136153622247903,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.6054708622730258,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.9152218244427335,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.9026841162840022,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.5008050109585016,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.38233661651458706,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.39845201515038453,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.31705805677619203,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.9340919398815918,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.12312015070019522,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.31369849161241403,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.21314580865998256,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.2792913360841691,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.6278160459898952,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.9379054076925317,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.7003714659922528,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.22548268290277174,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.2441553797288506,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.6927107957761279,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.464087856437857,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.0772574136947749,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.48288229192577314,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.8609863687073759,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.38367944260933307,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.5981206484530204,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.6439016058369177,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.13761386608356896,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.7992388457422999,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.09986974159057116,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.8731621696974439,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.43532578092722174,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.5598285167237653,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.06858810386987246,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.2822362578162836,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.4109734704053558,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.7628687384219588,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.7967210968057474,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.2878946594102021,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.8767676970926679,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.7470614587593362,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.16289446018386222,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.7407407137508947,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.34449962770011255,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.44076172342751285,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.5771500451481324,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.30334575876453507,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.37755542983682244,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.3004615619594472,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.7111485832142936,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.24226602882948167,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.27520497500406904,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.18803889768198467,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.9798521579786199,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.1458583975384914,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.2905142377059847,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.9114443126990045,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.617391023188774,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.3928547360324849,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.6760244189149399,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.5545261840248408,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.655399335973451,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.1991530468368421,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.3855698632731128,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.623521900724351,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.6259393213802918,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.19653046371362237,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.46289056961108654,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.7374503532127785,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.4132326773890991,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.1401182488342091,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.9395426478394701,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.20026327169163194,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.472403589991528,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.9613738906198468,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.03356244835178157,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.6626926568952538,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.68027373663138,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.8179347737456735,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.08217241303853384,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.887000829300396,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.04190991750386375,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.004022040760672252,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.9321320481203237,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.4521943888523121,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.32552166437008234,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.024761755220358728,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.8087276817856589,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.5530607350339141,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.5630372088502988,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.39405507424367237,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.07020610278186867,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.48524797497342975,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.25537413231806094,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.9250827031279341,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.7928771402800974,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.16590458240094752,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.8348276633063471,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.10795048390876094,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.6259471463117888,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.6773803994737396,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.16112960783841468,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.6839840820724175,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.828444678395801,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.9011475159349478,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.5583924346781822,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.8090928802731668,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.5993031978551623,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.548590563727942,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.6148361864991306,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.8928898649655886,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.5705325776660145,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.48147324350807796,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.9060471529751075,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.7018239319622994,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.441887335752973,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.9381010834202897,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.16082661673812526,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.0754621363901411,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.8376846170666271,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.026243059397313417,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.7806434944033014,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.3653516580761491,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.08073142935201072,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.4481145048295273,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.06824536910985701,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.7041325854330392,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.839217169220141,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.2278253847836742,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.27897450419633874,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.9614570710825523,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.3966398128322486,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.6055420781589939,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.35897406200434,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.13309614093481947,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.6583580363597343,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.48263090586662327,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.058149968598193214,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.7647711672505504,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.31634201957289154,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.30885925306455475,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.5648159054038228,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.42219236760798273,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.5172393430337942,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.8846598100474155,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.1721658396039869,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.2667789984636957,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.4431012906480255,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.30776278578571103,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.8556378354022633,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.3135878693203412,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.5674313239231354,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.08105206658590192,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.5887092024625332,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.3102822871682711,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.8490742979308825,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.523603552403677,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.16176781751933023,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.42063082492460824,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.35438882623549983,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.5801096202649789,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.0031876163516525446,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.5896552296397807,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.7790641301429285,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.4731173844581378,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.5497311363727866,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.2019442837165869,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.34007736480538464,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.19444289030195605,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.68424756078575,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.01742119107324347,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.7751220377907343,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.8198252943956406,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.6682567700830004,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.4822195422267147,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.22989179384870595,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.48929588733531215,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.07166589617159147,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.14421477673559668,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.20569294774257174,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.6187149531271878,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.3709151822642608,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.44197692976122316,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.9585378154323495,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.42509806399004735,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.8289054266418979,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.3826243867800718,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.018952140858579325,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.73950562809356,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.7112667740690715,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.196311003412996,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.6952401915616223,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.9177127659561107,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.4283662177196984,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.6534334462059899,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.20377200868313583,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.7408258057361312,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.39841829012919483,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.7717841279498341,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.9245601853476765,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.29652955720579455,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.1805126899044589,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.7970314044897394,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.09093616536250226,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.9264903746056322,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.5836842839187698,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.3579871102676708,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.20142829917171023,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.3623947333399554,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.5832321489273921,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.9907234254078512,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.9168091907039299,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.9029700778783023,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.03164216374969242,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.3555070291709538,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.5146755902977878,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.9603002928599648,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.8093649011945802,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.547528075730438,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.3729564138690019,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.15658361226439732,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.8569040680704152,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.5857013607684963,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.8279155679378079,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.25173176860124624,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.08529487171217975,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.915839360333495,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.07095423181975347,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.859641858807137,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.9732347478664581,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.8762114500570257,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.1006721808984199,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.10582248201882549,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.7522706823631574,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.842141609183351,🔵🔵🔵🔵🔵🔵🔵🔵⚪
0.7659474612418796,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.9879420285886322,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.4434635250059511,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.5408939540433533,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.6918896399835315,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.5930477329556367,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.3024961120820526,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.07632454754625528,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.5816884382487876,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.44499948209347817,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.44243433301263824,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.07453433488736538,⚪⚪⚪⚪⚪⚪⚪⚪⚪
0.28978254357690514,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.6375898282058998,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.2829284356761693,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.3346312490372024,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.6701882054600051,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.13575536461646465,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.5591117537302884,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.7503231729312059,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.3936270462788678,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.2879564473918098,🔵🔵⚪⚪⚪⚪⚪⚪⚪
0.4608668746167287,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.7103613880193989,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.9071447551993788,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.7332444148396375,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.9746946174983157,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.13730750926984514,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.5205750494028996,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.6306762427833168,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.7920344178974807,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.4885684020019748,🔵🔵🔵🔵⚪⚪⚪⚪⚪
0.6811740620949481,🔵🔵🔵🔵🔵🔵⚪⚪⚪
0.7851308220293358,🔵🔵🔵🔵🔵🔵🔵⚪⚪
0.14676837399495257,🔵⚪⚪⚪⚪⚪⚪⚪⚪
0.5460234397901593,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.32331245705806755,🔵🔵🔵⚪⚪⚪⚪⚪⚪
0.9516536242808473,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.5180780483014307,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.5041136112320332,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.9458567197962694,🔵🔵🔵🔵🔵🔵🔵🔵🔵
0.5954140096442996,🔵🔵🔵🔵🔵⚪⚪⚪⚪
0.8573206942019103,🔵🔵🔵🔵🔵🔵🔵🔵⚪
